Date,Open,High,Low,Close,Volume,Adj Close
2008-01-22,98.550003,107.790001,98.50,104.519997,14442100,89.463577
2008-01-14,105.010002,106.720001,100.050003,103.400002,15625200,88.504921
2008-01-07,100.25,101.00,97.040001,97.669998,10520300,83.600342
2007-12-31,109.510002,110.00,100.480003,101.129997,8449800,86.56192
2007-12-24,111.199997,112.190002,109.110001,110.089996,4134900,94.231201
2007-12-17,105.370003,111.160004,104.00,111.050003,8696300,95.052917
2007-12-10,109.379997,110.400002,104.099998,105.769997,7345100,90.533516
2007-12-03,105.550003,110.00,104.580002,108.860001,6334400,93.178391
2007-11-26,104.260002,109.190002,101.50,105.18,9313900,90.028511
2007-11-19,104.339996,105.389999,101.339996,104.050003,6955100,89.061287
2007-11-12,101.889999,106.419998,100.699997,104.790001,10020500,89.694687
2007-11-05,115.110001,115.110001,99.269997,100.25,12543600,85.808685
2007-10-29,113.900002,116.25,113.279999,114.589996,6008900,97.73629
2007-10-22,110.970001,114.800003,110.959999,113.730003,6552500,97.002785
2007-10-15,117.949997,119.940002,111.800003,112.279999,10791700,95.766045
2007-10-08,116.099998,121.459999,115.879997,117.809998,7016400,100.482697
2007-10-01,117.610001,119.599998,115.00,116.300003,6705900,99.194794
2007-09-24,116.900002,118.50,115.790001,117.800003,6605800,100.474174
2007-09-17,114.699997,118.099998,114.300003,116.779999,7615300,99.604195
2007-09-10,116.150002,117.779999,114.650002,115.129997,6442200,98.196869
2007-09-04,116.339996,118.889999,115.330002,115.550003,7229000,98.555099
2007-08-27,113.00,117.349998,111.629997,116.690002,6523500,99.527428
2007-08-20,110.900002,113.25,108.080002,113.239998,7991500,96.584846
2007-08-13,112.989998,113.949997,103.699997,110.900002,11077700,94.589012
2007-08-06,111.970001,114.599998,109.699997,112.639999,8325300,96.073097
2007-07-30,115.00,115.75,110.019997,111.889999,13238400,95.097168
2007-07-23,114.879997,118.82,114.849998,115.620003,12968200,98.267357
2007-07-16,108.57,116.480003,108.419998,114.809998,11125200,97.578918
2007-07-09,108.730003,109.650002,108.099998,108.599998,6962300,92.300941
2007-07-02,105.389999,109.660004,104.580002,109.029999,6141800,92.666405
2007-06-25,104.730003,106.919998,104.099998,105.25,6311800,89.45372
2007-06-18,105.269997,107.019997,104.440002,104.440002,7010200,88.765289
2007-06-11,102.870003,105.190002,102.099998,105.089996,6903400,89.317734
2007-06-04,106.50,106.589996,101.559998,103.07,12637100,87.600899
2007-05-29,105.57,107.669998,105.209999,106.540001,5802000,90.55011
2007-05-21,107.669998,108.00,103.57,105.18,6054300,89.394226
2007-05-14,105.809998,108.050003,104.529999,107.989998,7002800,91.782486
2007-05-07,102.760002,105.989998,102.209999,105.980003,6995800,90.074165
2007-04-30,101.110001,103.169998,100.970001,102.959999,7661500,87.168098
2007-04-23,95.160004,101.699997,95.050003,101.169998,11655000,85.652649
